ApplicationID,SubmissionID,ApplicantRole,AssociationCooperativeOwner,AddressNumber,StreetDirection,StreetName,StreetType,NumberofUnits,PIN,VoteDate,RecordedDate,SignedDate,Latitude,Longitude,Location,CommunityAreas,ZipCodes,Boundaries-ZIPCodes,CensusTracts,Wards
1799,PB2017A01799,authorized agent,,3209,N,Drake,AVE,34,13-23-409-060-0000,,08/23/2017,08/23/2017,41.93951608,-87.71604403,"(41.93951607865318, -87.71604402507968)",22,21538,39,138,12
1798,PB2017A01798,Owner,,3950,W,Cortland,ST,5,13-35-300-022-0000,,08/23/2017,08/23/2017,41.91545866,-87.72613547,"(41.915458658274, -87.72613546488434)",21,22535,1,135,49
1797,PB2017A01797,Owner,,3920,N,Janssen,AVE,4,14-20-101-025-0000,,08/23/2017,08/23/2017,41.95316522,-87.66596298,"(41.953165223616196, -87.66596297636845)",57,21186,53,724,18
1796,PB2017A01796,Owner,,3810,N,Greenview,AVE,8,14-20-105-042-0000,,08/23/2017,08/23/2017,41.95103446,-87.66756145,"(41.95103445538733, -87.66756144958117)",57,21186,53,724,18
1795,PB2017A01795,Owner,,3801,W,Wrightwood,AVE,8,13-26-318-007-0000,,08/23/2017,08/23/2017,41.92808748,-87.72205043,"(41.92808747698629, -87.72205043074669)",23,22535,1,107,17
1794,PB2017A01794,Registered Agent,,3454,N,Bosworth,AVE,19,14-20-308-014-0000,,08/23/2017,08/23/2017,41.94497863,-87.66774303,"(41.9449786273548, -87.66774303005435)",57,4449,22,239,25
1793,PB2017A01793,Owner,,3645,W,Grace,ST,8,13-23-122-017-0000,,08/23/2017,08/23/2017,41.95001432,-87.71954285,"(41.95001432016562, -87.7195428534044)",16,21538,39,326,50
1792,PB2017A01792,Owner,,3643,W,Grace,ST,8,13-23-122-017-0000,,08/23/2017,08/23/2017,41.95001551,-87.71946401,"(41.95001551312528, -87.71946400863513)",16,21538,39,326,50
1791,PB2017A01791,Owner,,3637,W,Grace,ST,8,13-23-122-017-0000,,08/23/2017,08/23/2017,41.95001889,-87.71922806,"(41.950018889382214, -87.71922805469167)",16,21538,39,326,50
1790,PB2017A01790,Owner,,3635,W,Grace,ST,8,13-23-122-017-0000,,08/23/2017,08/23/2017,41.95001985,-87.7191492,"(41.95001984785831, -87.71914920417882)",16,21538,39,326,50
1789,PB2017A01789,Owner,,3153,N,Hudson,AVE,4,14-28-103-024-0000,,08/23/2017,08/23/2017,41.939301,-87.640753,"(41.93930099997102, -87.64075300126714)",57,4449,22,683,25
1788,PB2017A01788,Association President,2413 W. Haddon Condominium,2413,W,Haddon,AVE,3,16-01-407-020-0000,,08/23/2017,08/23/2017,41.90197162,-87.68758512,"(41.90197161936752, -87.68758511764649)",25,21560,4,542,41
1787,PB2017A01787,Authorized Agent,,1017-1019,W,Winona,ST,23,14-08-406-001-0000,,08/22/2017,08/22/2017,41.97515997,-87.65572239,"(41.97515997317251, -87.65572238686447)",31,22616,15,634,16
1786,PB2017A01786,Authorized Agent,,1375,E,54th,ST,16,20-11-423-068-1002,,08/22/2017,08/22/2017,41.79793181,-87.59212327,"(41.797931808640065, -87.59212326652303)",8,21192,10,499,33
1785,PB2017A01785,Authorized Agent,,5401-5403,S,Ridgewood,CT,16,20-11-423-068-1002,,08/22/2017,08/22/2017,41.79791866,-87.59246602,"(41.797918660581274, -87.5924660201624)",8,21192,10,499,33
1784,PB2017A01784,authorized agent,Bicycle Station Lofts Condo Assoc,1632,S,Indiana,AVE,53,17-22-302-046-0000,,08/22/2017,08/22/2017,41.85944159,-87.62250717,"(41.85944158540762, -87.62250716524329)",34,21194,40,374,9
1783,PB2017A01783,authorized agent,Tandem Lofts Condo Assoc,1631,S,Michigan,AVE,61,17-22-302-051-0000,,08/22/2017,08/22/2017,41.85938111,-87.62382043,"(41.85938111128673, -87.62382042560738)",34,21194,40,374,9
1774,PB2017A01774,authorized agent,1345 S. Wabash Condo Assoc,1345,S,Wabash,AVE,144,17-22-104-011-0000; 17-22-104-012-0000,,08/16/2017,08/16/2017,41.86448193,-87.62561353,"(41.864481926727365, -87.62561352613436)",34,14913,35,374,9
1771,PB2017A01771,authorized agent,1250 N La Salle Condo Assoc,1250,N,La Salle,DR,196,20-17-04-221-063-1001-1359,09/15/2000,08/16/2017,08/16/2017,41.90533209,-87.63311824,"(41.90533208612039, -87.63311823610007)",37,14926,54,290,11
1768,PB2017A01768,agent,Magnolia of Sheridan Park Condo Assoc,1217-1223,W,Lawrence,AVE,24,14-17-105-024-1000,,08/16/2017,08/16/2017,41.96890331,-87.66044429,"(41.96890331109304, -87.66044429032091)",31,22616,15,611,39
1766,PB2017A01766,registered agent,Diversey I LLC,1157,W,Diversey,PKWY,40,14-29-400-001-0000,10/05/2016,08/16/2017,08/16/2017,41.93245648,-87.65813397,"(41.93245648162119, -87.65813397025025)",68,21190,16,795,34
1757,PB2017A01757,authorized agent,Hawthorne Court Townhome Condo Assoc,3344-3356,N,Clifton,AVE,80,14-20-414-019-0000,,08/16/2017,08/16/2017,41.94302178,-87.65798755,"(41.943021776828616, -87.65798755216028)",57,4449,22,710,25
1756,PB2017A01756,authorized agent,Hawthorne Court Townhome Condo Assoc,1135-1157,W,Roscoe,ST,80,14-20-414-019-0000,,08/16/2017,08/16/2017,41.94340069,-87.65799877,"(41.943400694404474, -87.65799876477809)",57,4449,22,710,25
1755,PB2017A01755,authorized agent,Hawthorne Court Townhome Condo Assoc,1148-1156,W,School,ST,80,14-20-414-019-0000,,08/16/2017,08/16/2017,41.94178389,-87.65854425,"(41.94178389127564, -87.65854424878927)",57,4449,22,710,25
1754,PB2017A01754,authorized agent,CA Condos on Adams Condo Assoc,1116-1132,W,Adams,ST,49,17-17-210-116-1001-1064,10/01/2015,08/15/2017,08/15/2017,41.87919419,-87.65534557,"(41.879194187717125, -87.65534557154994)",29,14917,44,91,26
1745,PB2017A01745,President,1010 Lake Shore Assoc,129,E,Bellevue,PL,184,17-03-204-063-1001-1183,,08/15/2017,08/15/2017,41.90150264,-87.62460886,"(41.90150264254174, -87.62460886138517)",37,21182,6,104,36
1743,PB2017A01743,authorized agent,888 S. Michigan Ave Condo Assoc,888,S,Michigan,AVE,36,17-15-305-029-0000,,08/14/2017,08/14/2017,41.87077549,-87.6242927,"(41.87077548860578, -87.62429270294257)",38,14913,35,368,10
1742,PB2017A01742,authorized agent,Dearborn Park Unit One Townhomes,1122-1158,S,Plymouth,CT,144,17-16-423-002-0000,07/13/2016,08/14/2017,08/14/2017,41.86892025,-87.62870164,"(41.86892024983967, -87.62870164083812)",38,14913,35,12,10
1741,PB2017A01741,authorized agent,Dearborn Park Unit One Townhomes,933-971,S,Park,TER,144,17-16-423-002-0000,07/13/2016,08/14/2017,08/14/2017,41.87048613,-87.62940479,"(41.87048612761385, -87.62940479294905)",38,14913,35,12,10
1740,PB2017A01740,authorized agent,Dearborn Park Unit One Townhomes,1111-1147,S,Park,TER,144,17-16-423-002-0000,07/13/2016,08/14/2017,08/14/2017,41.86902278,-87.63014161,"(41.86902277855205, -87.63014160507309)",38,14913,35,12,10
1739,PB2017A01739,authorized agent,Dearborn Park Unit One Townhomes,1061,S,Park,TER,144,17-16-423-002-0000,07/13/2016,08/14/2017,08/14/2017,41.86971855,-87.62990519,"(41.86971854911251, -87.62990519414915)",38,14913,35,12,10
1738,PB2017A01738,authorized agent,Dearborn Park Unit One Townhomes,836-888,S,Park,TER,144,17-16-423-002-0000,07/13/2016,08/14/2017,08/14/2017,41.87125567,-87.62972178,"(41.871255668421824, -87.62972178226487)",38,14913,35,12,10
1737,PB2017A01737,President,Columbus on the Park Condominium,811,S,Lytle,ST,105,17-17-314-040-1001-1307,11/19/2016,08/14/2017,08/14/2017,41.87132162,-87.65789141,"(41.871321622986734, -87.65789140755545)",29,14917,44,759,23
1736,PB2017A01736,authorized agent,Buena Claredon Condominium,4201,N,Clarendon,AVE,12,14-16-302-032-1001-1012,,08/14/2017,08/14/2017,41.95853158,-87.64967063,"(41.95853158012657, -87.64967062893432)",31,21186,53,636,39
1735,PB2017A01735,agent,Polk Place Condominium,749-751,N,Spaulding,AVE,12,16-14-411-037-1000,,08/14/2017,08/14/2017,41.8951572,-87.7088405,"(41.8951572018234, -87.70884050448967)",24,21572,30,177,46
1734,PB2017A01734,Owner,,708-710,N,Hoyne,AVE,12,17-07-106-044-0000,,08/14/2017,08/14/2017,41.8943435,-87.67960077,"(41.8943434982177, -87.67960076805213)",25,21184,28,547,41
1730,PB2017A01730,Owner,,642,N,Noble,ST,8,17-08-113-030-0000,,08/14/2017,08/14/2017,41.89373293,-87.66248489,"(41.89373293108779, -87.66248489109182)",25,22620,49,485,46
1729,PB2017A01729,authorized agent,Pine Grove Court Condo Assoc,601,W,Addison,ST,55,14-21-109-017-1001,,08/14/2017,08/14/2017,41.94780002,-87.6455745,"(41.94780001988993, -87.645574495175)",57,4449,22,692,39
1728,PB2017A01728,Property Manager,,2000,N,Mohawk,ST,9,14-33-129-034-0000,,08/14/2017,08/14/2017,41.91835786,-87.64260549,"(41.91835785857274, -87.64260548548421)",68,21190,16,745,34
1727,PB2017A01727,President,Montgomery on Superior,500,W,Superior,ST,245,17-09-114-021-1001-1595,05/18/2005,08/11/2017,08/11/2017,41.89560871,-87.64157917,"(41.89560870567257, -87.64157916536797)",37,4446,55,617,36
1726,PB2017A01726,Owner,,212-214,N,MAY,ST,16,17084190070000,,08/11/2017,08/11/2017,41.88597131,-87.65580013,"(41.88597131130459, -87.655800125991)",29,14917,44,63,46
1725,PB2017A01725,registered agent,Deming I LLC,2531,N,Clark,ST,6,14-28-318-011-0000,10/07/2016,08/11/2017,08/11/2017,41.92871879,-87.64218165,"(41.928718785512984, -87.64218165207812)",68,21190,16,18,34
1724,PB2017A01724,AGENT,VITA AGIATA CONDOMINIUM ASSOCIATION,7429-7431,N,GREENVIEW,AVE,20,1293110291000,,08/11/2017,08/11/2017,42.01694733,-87.66802248,"(42.01694732933718, -87.66802247743004)",10,21853,9,357,5
1723,PB2017A01723,registered agent,Deming I LLC,482-484,W,Deming,PL,6,14-28-318-011-0000,10/07/2016,08/11/2017,08/11/2017,41.92894495,-87.64189175,"(41.92894495409439, -87.64189175197968)",68,21190,16,18,34
1722,PB2017A01722,authorized agent,450 W. Briar Place,450,W,Briar,PL,142,14-28-103-065-1001-1267,,08/11/2017,08/11/2017,41.93884179,-87.64147126,"(41.93884179330718, -87.64147125479624)",57,4449,22,683,25
1721,PB2017A01721,Property Manager,Commonwealth Historic Prairie Avenue HOA,1815-1853,S,Prairie,PKWY,37,17223091140000,,08/11/2017,08/11/2017,41.85734235,-87.62010284,"(41.85734234578733, -87.62010284351575)",34,21194,40,374,9
1719,PB2017A01719,Owner,,2116-2118,W,BERTEAU,AVE,6,14183120390000,,08/11/2017,08/11/2017,41.95786972,-87.68206264,"(41.9578697145452, -87.68206263531607)",46,21538,39,623,18
1718,PB2017A01718,PROPERTY MANAGER,DICKENS POINTE CONDOMINIUM ASSOCIATION,2037-2045,N,CLEVELAND,AVE,10,14331310531010,,08/11/2017,08/11/2017,41.9193986,-87.64113696,"(41.91939860195104, -87.64113696279679)",68,21190,16,745,34
1717,PB2017A01717,Attorney,Columbia Place Townhomes Condiminium Association,1708-1724,W,Surf,ST,64,14302232761064,,08/11/2017,08/11/2017,41.93404935,-87.671671,"(41.934049349860736, -87.6716710014776)",57,4449,22,711,40
1716,PB2017A01716,PROPERTY MANAGER,COMMONWEALTH on PRAIRIE CONDOMINIUM ASSOCIATION,218-234,E,CULLERTON,ST,32,17223080500000,,08/11/2017,08/11/2017,41.85563303,-87.62150107,"(41.85563302644209, -87.62150106500061)",34,21194,40,374,9
1715,PB2017A01715,AUTHORIZED AGENT,GRANVILLE TERRACE MUTUAL OWNERSHIP TRUST,6149-6175,N,WOLCOTT,AVE,116,14062140170000,,08/11/2017,08/11/2017,41.99337126,-87.67699906,"(41.99337125483366, -87.6769990608009)",20,4451,14,43,24
1714,PB2017A01714,Registered Agent,,4917,S,Drexel,BLVD,136,20111060040000,,08/11/2017,08/11/2017,41.80538448,-87.60366186,"(41.80538448284805, -87.60366186134718)",5,21192,10,461,10
1713,PB2017A01713,REGISTERED AGENT,BELGRAVIA TERRACE CONDO ASSOCIATION,1900-1910,N,SEDGWICK,ST,30,14333070711030,12/03/2016,08/11/2017,08/11/2017,41.91659848,-87.6389115,"(41.916598483357525, -87.63891149470312)",68,21190,16,208,34
1712,PB2017A01712,Registered Agent,,1920-1922,W,Norwood,ST,71,14-06-219-013-0000,,08/11/2017,08/11/2017,41.99202624,-87.67804884,"(41.99202624371375, -87.67804883540364)",20,4451,14,43,24
1710,PB2017A01710,AUTHORIZED AGENT,HARTLAND PARK TOWNHOMES I HOA,2614-2650,N,HERMITAGE,AVE,35,14304031410000,,08/11/2017,08/11/2017,41.92905284,-87.67215642,"(41.92905284393822, -87.67215641493408)",68,21190,16,743,40
1709,PB2017A01709,Registered Agent,Kenmore-Leland West Condominiuns,1047,W,Leland,AVE,13,1417210021100113,06/18/2016,08/11/2017,08/11/2017,41.96712931,-87.65664554,"(41.96712931320078, -87.65664553833186)",31,22616,15,241,39
1708,PB2017A01708,AUTHORIZED AGENT,WRIGHTWOOD BURLING PLACE CONDOMINIUM ASSOCIATION,734-744,W,WRIGHTWOOD,AVE,31,14283020531036,,08/11/2017,08/11/2017,41.92920161,-87.64781235,"(41.92920161302189, -87.64781234995962)",68,21190,16,794,34
1707,PB2017A01707,Registered Agent,,1921,W,hood,AVE,71,14-06-219-013-0000,,08/11/2017,08/11/2017,41.99300731,-87.67807377,"(41.99300731305026, -87.67807377071048)",20,4451,14,43,24
1706,PB2017A01706,AUTHORIZED AGENT,WRIGHTWOOD BURLING PLACE CONDOMINIUM ASSOCIATION,2602-2608,N,BURLING,ST,31,14283020531036,,08/11/2017,08/11/2017,41.92926776,-87.64781717,"(41.92926775554836, -87.64781717208332)",68,21190,16,794,34
1705,PB2017A01705,AUTHORIZED AGENT,PATTINGTON CONDOMINIUM ASSOCIATION,707-719,W,BITTERSWEET,PL,84,14-16-305-021-1034,,08/11/2017,08/11/2017,41.95558008,-87.64768872,"(41.95558008203617, -87.64768871538799)",31,21186,53,636,39
1704,PB2017A01704,Owner,,2866-2868,N,Lincoln,AVE,2,14-29-131-002-0000,,08/11/2017,08/11/2017,41.93392252,-87.66083057,"(41.93392252197248, -87.6608305713586)",57,4449,22,679,40
1703,PB2017A01703,Owner,,2925-2927,N,Halsted,ST,2,14-28-114-051-0000,,08/11/2017,08/11/2017,41.9352507,-87.64895296,"(41.93525070074849, -87.64895296344513)",57,4449,22,684,25
1702,PB2017A01702,Property Manager,,3604,W,George,ST,8,1326122072-1001,,08/11/2017,08/11/2017,41.93384169,-87.7174991,"(41.93384168464541, -87.71749910004934)",22,21538,39,71,21
1701,PB2017A01701,Property Manager,,2003-2005,W,Arthur,AVE,17,1131319041-1001,,08/11/2017,08/11/2017,41.99959512,-87.68033724,"(41.99959511703627, -87.68033723698991)",20,22528,12,320,27
1700,PB2017A01700,Property Manager,,4671-4675,N,Manor,AVE,18,1313111030-1001,,08/11/2017,08/11/2017,41.96650755,-87.70119308,"(41.9665075487489, -87.70119307576046)",14,21849,20,258,20
1699,PB2017A01699,PROPERTY MANAGER,ALTGELD WEST,2652-2658,W,ALTGELD,ST,16,13254180301016,12/14/2016,08/11/2017,08/11/2017,41.92676483,-87.6947387,"(41.92676482809202, -87.69473869979467)",23,22535,1,468,40
1698,PB2017A01698,Registered Agent,Pueblo Commons Condominium Association,8444,W,Wilson,AVE,208,12141120250000,07/20/2016,08/11/2017,08/11/2017,41.9638465,-87.8385723,"(41.96384650276758, -87.83857230067079)",75,4448,31,130,19
1697,PB2017A01697,Registered Agent,Pueblo Commons Condominium Association,8455,W,Leland,AVE,208,12141120250000,07/20/2016,08/11/2017,08/11/2017,41.96501741,-87.83903772,"(41.965017408191926, -87.83903772200108)",75,4448,31,130,19
1696,PB2017A01696,Agent,Kenmore Barry Condo Assn,1014-1020,W,Barry,AVE,19,14-29-203-038-1013,,08/11/2017,08/11/2017,41.93818917,-87.65469729,"(41.938189167744035, -87.65469728917311)",57,4449,22,680,25
1695,PB2017A01695,Authorized Agent,Buena Vista Condos,1003-1021,W,Buena,AVE,40,14174040611073,,08/11/2017,08/11/2017,41.95831731,-87.65481156,"(41.958317308876985, -87.65481156079183)",31,21186,53,577,39
1694,PB2017A01694,authorized agent,33 W. Huron Condo Assoc,33,W,Huron,ST,67,17-09-220-027-0000,,08/11/2017,08/11/2017,41.89474673,-87.62955971,"(41.89474673320127, -87.62955971355514)",37,4446,55,669,36
1693,PB2017A01693,Agent,Kenmore Barry Condo Assn,3101-3103,N,Kenmore,AVE,19,14-29-203-038-1013,,08/11/2017,08/11/2017,41.93816467,-87.6551159,"(41.93816467338573, -87.65511589467772)",57,4449,22,680,25
1692,PB2017A01692,Registered Agent,Pueblo Commons Condominium Association,4623,N,Chester,AVE,208,12141120250000,07/20/2016,08/11/2017,08/11/2017,41.96443258,-87.83869228,"(41.964432581175124, -87.83869227967783)",75,4448,31,130,19
1691,PB2017A01691,AUTHORIZED AGENT,WOODLANDS OF BRONZEVILLE CONDOMINIUM ASSOCIATION,637,E,WOODLAND PARK,,240,17-34-219-150-0000,,08/11/2017,08/11/2017,41.8319955,-87.60990664,"(41.831995499021204, -87.60990663981792)",1,21194,40,581,10
1690,PB2017A01690,AUTHORIZED AGENT,2901 N. ROCKWELL CONDOMINIUM,2901-2903,N,ROCKWELL,ST,19,13252200341014,,08/11/2017,08/11/2017,41.93402559,-87.69264458,"(41.93402558760238, -87.69264458428829)",22,21538,39,467,20
1689,PB2017A01689,Property Manager,Albany George Condo Assn,2856-2858,N,Albany,AVE,16,13-258-813-004-1016,,08/11/2017,08/11/2017,41.93372192,-87.70517182,"(41.93372192294678, -87.7051718182776)",22,21538,39,465,20
1688,PB2017A01688,AUTHORIZED AGENT,WOODLANDS OF BRONZEVILLE CONDOMINIUM ASSOCIATION,626,E,WOODLAND PARK,,240,17-34-219-150-0000,,08/11/2017,08/11/2017,41.83260538,-87.61028425,"(41.83260537589486, -87.61028424854918)",1,21194,40,581,10
1687,PB2017A01687,Agent,South Commons Phase I Condo Assn,3041,S,Michigan,AVE,679,17-27-310-093-1679,,08/11/2017,08/11/2017,41.83829978,-87.62329681,"(41.83829977603046, -87.62329681198794)",1,21194,40,25,9
1686,PB2017A01686,AUTHORIZED AGENT,MONTROSE CORNER TOWNHOMES,4349-4359,N,CAMPBELL,AVE,15,13134020541015,,08/11/2017,08/11/2017,41.96095608,-87.69164863,"(41.96095607671822, -87.69164862774976)",46,21538,39,624,18
1685,PB2017A01685,Agent,South Commons Phase I Condo Assn,3021,S,Michigan,AVE,679,17-27-310-093-1679,,08/11/2017,08/11/2017,41.83889737,-87.62310704,"(41.83889736923833, -87.62310704115612)",1,21194,40,191,9
1684,PB2017A01684,Agent,South Commons Phase I Condo Assn,2941,S,Michigan,AVE,679,17-27-310-1679,,08/11/2017,08/11/2017,41.84077124,-87.62311996,"(41.84077124113993, -87.62311995490514)",1,21194,40,191,9
1683,PB2017A01683,AUTHORIZED AGENT,WOODLANDS OF BRONZEVILLE CONDOMINIUM ASSOCIATION,606,E,WOODLAND PARK,,240,17-34-219-150-0000,,08/11/2017,08/11/2017,41.83238255,-87.61085433,"(41.832382554013485, -87.61085433128137)",1,21194,40,581,10
1682,PB2017A01682,Agent,South Commons Phase I Condo Assn,2921,S,Michigan,AVE,679,17-27-310-093-1001,,08/11/2017,08/11/2017,41.84139802,-87.62313596,"(41.841398020562835, -87.62313595878753)",1,21194,40,191,9
1681,PB2017A01681,Agent,South Commons Phase I Condo Assn,2901,S,Michigan,AVE,679,17-27-310-093-1001,,08/11/2017,08/11/2017,41.84196682,-87.62315048,"(41.84196681672209, -87.62315048187378)",1,21194,40,191,10
1680,PB2017A01680,Agent,3432-3458 N. Monticello Ave.,3432-3458,N,Monticello,AVE,54,13-23-315-052-0000,,08/11/2017,08/11/2017,41.94383918,-87.71890854,"(41.943839181438975, -87.71890853709678)",22,21538,39,138,21
1679,PB2017A01679,Authorized Agent,Hawthorne Point Condominium Association,4247-4259,N,Ashland,AVE,31,14173030361001,,08/11/2017,08/11/2017,41.9593414,-87.66904527,"(41.959341397566476, -87.66904526967312)",57,21186,53,650,18
1678,PB2017A01678,Agent,3641-3651 W Cornelia,3641-3651,W,Cornelia,AVE,54,13-23-315-052-0000,,08/11/2017,08/11/2017,41.94455131,-87.71923719,"(41.944551313805974, -87.71923718465901)",22,21538,39,138,21
1677,PB2017A01677,AUTHORIZED AGENT,NORTH CORNERS CONDOMINIUM ASSOCIATION,2476-2480,N,ALBANY,AVE,19,13253250491001,,08/11/2017,08/11/2017,41.92610035,-87.70651128,"(41.926100352249094, -87.70651128275445)",23,22535,1,549,40
1676,PB2017A01676,Agent,3365-3369 N. Clark,3365-3369,N,Clark,ST,2,14-20-419-077-0000,,08/11/2017,08/11/2017,41.94345707,-87.653356,"(41.94345707298264, -87.65335599897453)",57,4449,22,731,25
1675,PB2017A01675,Property Manager,Wolcott Flats Condominium Assn,1901-1903,W,Newport,AVE,18,14-19-410-045-1018,,08/11/2017,08/11/2017,41.94404396,-87.67617618,"(41.94404396037433, -87.67617618442846)",46,4449,22,645,40
1674,PB2017A01674,Property Manager,,763,E,41st,ST,12,20032110581001,,08/11/2017,08/11/2017,41.82026951,-87.60701346,"(41.82026950643222, -87.60701346131751)",4,4301,36,583,10
1673,PB2017A01673,REGISTERED AGENT,LINCOLN PARK PLACE CONDOMINIUM ASSOCIATION,2403-2405,N,ORCHARD,ST,12,14283150481012,,08/11/2017,08/11/2017,41.92561506,-87.64619252,"(41.925615059876876, -87.64619251810657)",68,21190,16,794,34
1672,PB2017A01672,Property Manager,Catherine Court Condo Assn,5348-5358,N,Cumberland,AVE,499,12-11-119-038-1512,,08/11/2017,08/11/2017,41.97694188,-87.83675949,"(41.97694188181365, -87.8367594940612)",75,4448,31,8,29
1671,PB2017A01671,Property Manager,Catherine Court Condo Assn,5306,N,Cumberland,AVE,499,12-11-119-038-1512,,08/11/2017,08/11/2017,41.97589642,-87.83676993,"(41.97589641800455, -87.8367699249047)",75,4448,31,8,29
1670,PB2017A01670,Authorized Agent,Sterling Condominium Association,950-954,W,Belle Plaine,AVE,72,14174130231001,08/09/2016,08/11/2017,08/11/2017,41.95665508,-87.65401744,"(41.95665507905684, -87.65401744268196)",31,21186,53,577,39
1669,PB2017A01669,Property Manager,Catherine Court Condo Assn,5310,N,Chester,AVE,499,12-11-119-038-1512,,08/11/2017,08/11/2017,41.97586134,-87.83926373,"(41.975861339148764, -87.83926373124639)",75,4448,31,8,29
1668,PB2017A01668,Authorized Agent,Lunt at the Park Condiminium Association,7007-7011,N,Washtenaw,AVE,15,103621103410011015,,08/11/2017,08/11/2017,42.0087422,-87.69722198,"(42.00874219522912, -87.69722197989567)",20,22528,12,42,27
1667,PB2017A01667,Authorized Agent,Sterling Condominium Association,941-945,W,gordon,TER,72,14174130231001,08/09/2016,08/11/2017,08/11/2017,41.95724544,-87.65412563,"(41.957245439985044, -87.65412563178273)",31,21186,53,577,39
1666,PB2017A01666,authorized agent,Block X Condo Assoc,27,N,Racine,AVE,99,17-08-443-042-1001-1099,,08/11/2017,08/11/2017,41.88248339,-87.6565692,"(41.882483392807664, -87.65656919796216)",29,14917,44,63,26
1665,PB2017A01665,authorized agent,Block X Condo Assoc,23,N,Racine,AVE,99,17-08-443-042-1001-1099,,08/11/2017,08/11/2017,41.88234928,-87.65656489,"(41.88234928343484, -87.65656488580281)",29,14917,44,63,26
1664,PB2017A01664,Agent,1808 W. Patterson,1808,W,Patterson,AVE,6,14-19-226-016-0000,,08/11/2017,08/11/2017,41.94800957,-87.67490904,"(41.948009569424606, -87.67490903698011)",46,21186,53,644,18
1663,PB2017A01663,Agent,3546 N. Jannssen Bldg.,1433-1439,W,Addison,ST,19,14-20-302-031-1014,,08/11/2017,08/11/2017,41.94693789,-87.66528759,"(41.94693789283146, -87.66528758914161)",57,21186,22,239,25
1662,PB2017A01662,authorized agent,Block X Condo Assoc,15,N,Racine,AVE,99,17-08-443-042-1001-1099,,08/11/2017,08/11/2017,41.88209543,-87.6565567,"(41.88209542631381, -87.65655670309276)",29,14917,44,63,26
1661,PB2017A01661,Agent,3822-3824 N. Sheffield Ave,3822-3824,N,Sheffield,AVE,7,14-20-221-022-0000,,08/11/2017,08/11/2017,41.95183869,-87.65461118,"(41.951838692102825, -87.65461117536009)",57,21186,53,83,39
1660,PB2017A01660,Authorized Agent,,1368,E,50th,ST,24,20-11-212-129-1024,,08/11/2017,08/11/2017,41.80433933,-87.59241253,"(41.80433933287218, -87.5924125294863)",5,21192,10,356,10
1659,PB2017A01659,Agent,Avers-Ainslie Condominium Assn,3817-3819,W,Ainslie,ST,15,13-11-324-035-1015,,08/11/2017,08/11/2017,41.96999768,-87.72395225,"(41.969997680010565, -87.72395224547216)",14,21849,20,120,12
1658,PB2017A01658,authorized agent,Block X Condo Assoc,26,N,May,ST,99,17-08-443-042-1001-1099,,08/11/2017,08/11/2017,41.88244176,-87.6556951,"(41.88244176162819, -87.65569509807513)",29,14917,44,63,26
1657,PB2017A01657,Agent,3800-3806 N. Greenview,3800-3806,N,Greenview,AVE,8,14-20-105-041-0000,,08/11/2017,08/11/2017,41.95075114,-87.66755402,"(41.950751144397564, -87.66755402316493)",57,21186,53,724,18
1656,PB2017A01656,authorized agent,Block X Condo Assoc,24,N,May,ST,99,17-08-443-042-1001-1099,,08/11/2017,08/11/2017,41.88237932,-87.65569297,"(41.882379322844955, -87.65569296672064)",29,14917,44,63,26
1655,PB2017A01655,PROPERTY MANAGER,SILVER COAST CITADEL CONDOMINIUM ASSOICIATION,2403-2409,E,72ND,ST,98,21301040421098,,08/11/2017,08/11/2017,41.76432639,-87.56634438,"(41.764326392046335, -87.56634437596973)",39,22538,24,417,37
1654,PB2017A01654,Manager,"LeBreton & Sons, LLC.",3149,N,Lawndale,AVE,8,13-26-106-001-0000,,08/11/2017,08/11/2017,41.93881451,-87.71953141,"(41.93881450744268, -87.71953141411095)",22,21538,39,215,21
1653,PB2017A01653,authorized agent,Block X Condo Assoc,16,N,May,ST,99,17-08-443-042-1001-1099,,08/11/2017,08/11/2017,41.88213026,-87.65568551,"(41.882130262906095, -87.65568551227385)",29,14917,44,63,26
1652,PB2017A01652,PRESIDENT,LAKEWOOD COMMONS WEST CONDO ASSN,2301-2397,N,WAYNE,AVE,50,14321050191099,01/31/2017,08/11/2017,08/11/2017,41.92352656,-87.66189966,"(41.923526563248096, -87.66189966270355)",68,21190,16,210,11
1651,PB2017A01651,President,Six North Michigan,2-6,N,Michigan,AVE,119,17-10-312-017-1001-1235,,08/11/2017,08/11/2017,41.88216417,-87.62451427,"(41.88216416733022, -87.62451427362218)",38,14310,41,580,36
1650,PB2017A01650,Authorized Agent,University Commons of Chicago Condo Association,1221-1229,E,57th,ST,32,20-14-214-026-1001,08/09/2016,08/11/2017,08/11/2017,41.79134618,-87.59556428,"(41.79134617650115, -87.59556427570486)",8,22260,60,503,33
1649,PB2017A01649,AUTHORIZED AGENT,5001 N. OAKLEY CONDOMINIUM,2250-2252,W,ARGYLE,ST,8,14073080411008,,08/11/2017,08/11/2017,41.9724019,-87.68623191,"(41.97240189595635, -87.68623191064104)",6,21849,20,54,24
1648,PB2017A01648,Authorized Agent,,2414-2416,W,Thorndale,AVE,15,13-01-407-017-0000,,08/11/2017,08/11/2017,41.98873694,-87.69031019,"(41.98873694363133, -87.69031018912636)",20,4450,50,15,24
